"account_name","order_date"
AT&T,2016-11-15 18:16:13.000
AT&T,2016-11-15 18:34:57.000
AT&T,2016-12-14 21:26:59.000
AbbVie,2016-11-14 21:24:13.000
AbbVie,2016-12-13 04:07:18.000
AbbVie,2016-12-13 04:12:31.000
Abbott Laboratories,2013-12-27 22:08:03.000
Abbott Laboratories,2014-01-25 15:02:02.000
Abbott Laboratories,2014-02-24 18:00:49.000
Abbott Laboratories,2014-02-24 18:05:29.000
Abbott Laboratories,2014-03-26 10:49:33.000
Abbott Laboratories,2014-04-25 04:19:24.000
Abbott Laboratories,2014-05-25 12:51:15.000
Abbott Laboratories,2014-05-25 12:56:59.000
Abbott Laboratories,2014-06-24 02:03:53.000
Abbott Laboratories,2014-07-23 19:03:24.000
Abbott Laboratories,2014-07-23 19:03:41.000
Abbott Laboratories,2014-08-21 20:54:09.000
Abbott Laboratories,2014-09-20 21:03:54.000
Abbott Laboratories,2014-09-20 21:05:35.000
Abbott Laboratories,2014-10-20 17:49:31.000
Abbott Laboratories,2014-10-20 17:51:21.000
Abbott Laboratories,2014-11-19 21:57:36.000
Abbott Laboratories,2014-11-19 22:04:06.000
Abbott Laboratories,2014-12-19 16:09:02.000
Abbott Laboratories,2014-12-19 16:10:30.000
Abbott Laboratories,2015-01-18 03:07:44.000
Abbott Laboratories,2015-02-17 23:41:01.000
Abbott Laboratories,2015-03-18 19:17:08.000
Abbott Laboratories,2015-04-17 03:51:12.000
Abbott Laboratories,2015-04-17 04:08:52.000
Abbott Laboratories,2015-05-16 03:29:32.000
Abbott Laboratories,2015-05-16 03:30:09.000
Abbott Laboratories,2015-06-14 04:09:52.000
Abbott Laboratories,2015-06-14 04:26:52.000
Abbott Laboratories,2015-07-14 16:46:05.000
Advance Auto Parts,2016-09-14 18:54:21.000
Advance Auto Parts,2016-10-14 18:52:11.000
Advance Auto Parts,2016-11-12 08:24:31.000
Advance Auto Parts,2016-12-11 00:26:28.000
Aetna,2014-05-04 10:04:50.000
Aetna,2014-06-03 13:29:15.000
Aetna,2014-07-02 09:17:45.000
Aetna,2014-08-01 02:34:48.000
Aetna,2014-08-01 02:38:43.000
Aetna,2014-08-31 16:27:20.000
Aetna,2014-08-31 16:32:03.000
Aetna,2014-09-30 09:32:37.000
Aetna,2014-09-30 09:42:23.000
Aetna,2014-10-30 14:07:39.000
Aetna,2014-10-30 14:13:43.000
Aetna,2014-11-29 23:52:06.000
Aetna,2014-11-30 00:06:11.000
Aetna,2014-12-29 07:40:17.000
Aetna,2014-12-29 07:50:25.000
Aetna,2015-01-28 07:57:39.000
Aetna,2015-02-26 06:10:31.000
Aetna,2015-02-26 06:13:21.000
Aetna,2015-03-27 03:58:41.000
Aetna,2015-03-27 03:58:50.000
Aetna,2015-04-26 11:20:23.000
Aetna,2015-05-25 10:30:03.000
Aetna,2015-06-24 17:56:51.000
Aetna,2015-06-24 18:11:41.000
Aetna,2015-07-24 23:52:46.000
Aetna,2015-07-25 00:02:44.000
Aetna,2015-08-23 13:01:57.000
Aetna,2015-09-21 12:19:20.000
Aetna,2015-10-20 09:28:18.000
Aetna,2015-10-20 09:49:53.000
Aetna,2015-11-18 02:05:06.000
Aetna,2015-11-18 02:13:23.000
Aetna,2015-12-17 19:35:09.000
Aetna,2015-12-17 19:59:14.000
Aetna,2016-01-15 01:27:26.000
Aetna,2016-02-13 08:49:37.000
Aetna,2016-02-13 09:04:35.000
Aetna,2016-03-14 18:44:38.000
Aetna,2016-04-12 16:23:57.000
Aetna,2016-05-11 18:58:14.000
Aetna,2016-05-11 19:20:23.000
Aetna,2016-06-10 13:05:29.000
Aetna,2016-07-10 11:04:03.000
Aetna,2016-08-09 04:13:17.000
Aetna,2016-09-08 04:19:31.000
Aetna,2016-09-08 04:31:40.000
Aetna,2016-10-08 14:37:35.000
Aetna,2016-11-07 03:47:24.000
Aetna,2016-11-07 03:47:28.000
Aetna,2016-12-06 00:03:41.000
Aetna,2016-12-06 00:11:22.000
Aflac,2014-12-17 10:20:09.000
Aflac,2014-12-17 10:22:58.000
Aflac,2015-01-16 08:39:58.000
Aflac,2015-02-14 06:23:38.000
Aflac,2015-03-15 19:03:21.000
Aflac,2015-03-15 19:04:40.000
Aflac,2015-04-13 20:00:12.000
Aflac,2015-05-12 19:09:35.000
Aflac,2015-06-10 09:51:38.000
Aflac,2015-07-09 10:38:05.000
Aflac,2015-08-07 16:36:01.000
Aflac,2015-08-07 16:50:33.000
Aflac,2015-09-06 19:29:11.000
Aflac,2015-10-06 05:44:53.000
Aflac,2015-10-06 05:50:55.000
Aflac,2015-11-05 04:03:05.000
Aflac,2015-12-05 05:02:42.000
Aflac,2016-01-04 17:41:46.000
Aflac,2016-02-02 09:39:55.000
Aflac,2016-03-02 11:17:28.000
Aflac,2016-04-01 04:39:00.000
Aflac,2016-05-01 11:40:05.000
Aflac,2016-05-01 11:56:23.000
Aflac,2016-05-31 09:06:29.000
Aflac,2016-05-31 09:23:34.000
Aflac,2016-06-30 18:56:27.000
Aflac,2016-06-30 19:05:19.000
Aflac,2016-07-30 16:06:10.000
Aflac,2016-07-30 16:10:12.000
Aflac,2016-08-28 23:33:30.000
Aflac,2016-09-26 08:54:26.000
Aflac,2016-09-26 08:54:53.000
Aflac,2016-10-25 09:56:40.000
Aflac,2016-10-25 10:08:42.000
Aflac,2016-11-24 07:05:41.000
Aflac,2016-11-24 07:22:22.000
Aflac,2016-12-23 09:43:43.000
Air Products & Chemicals,2016-10-20 13:56:52.000
Air Products & Chemicals,2016-11-18 20:43:31.000
Air Products & Chemicals,2016-11-18 20:52:42.000
Air Products & Chemicals,2016-12-18 07:27:08.000
Alcoa,2016-05-30 06:33:52.000
Alcoa,2016-05-30 06:36:57.000
Alcoa,2016-06-29 06:53:28.000
Alcoa,2016-07-28 02:21:49.000
Alcoa,2016-08-27 20:02:09.000
Alcoa,2016-09-26 14:24:19.000
Alcoa,2016-10-26 15:18:32.000
Alcoa,2016-10-26 15:19:52.000
Alcoa,2016-11-25 23:28:17.000
Alcoa,2016-12-25 02:06:22.000
Alcoa,2016-12-25 02:25:39.000
Allstate,2015-11-03 14:04:21.000
Allstate,2015-12-02 12:02:27.000
Allstate,2015-12-02 12:19:33.000
Allstate,2016-01-01 18:23:23.000
Allstate,2016-01-01 18:43:36.000
Allstate,2016-01-31 01:51:19.000
Allstate,2016-01-31 01:51:40.000
Allstate,2016-03-01 12:51:37.000
Allstate,2016-03-30 13:07:16.000
Allstate,2016-03-30 13:11:45.000
Allstate,2016-04-28 07:06:58.000
Allstate,2016-05-27 03:25:26.000
Allstate,2016-06-25 17:29:31.000
Allstate,2016-06-25 17:33:26.000
Allstate,2016-07-24 11:40:10.000
Allstate,2016-07-24 11:47:43.000
Allstate,2016-08-22 20:01:34.000
Allstate,2016-08-22 20:05:46.000
Allstate,2016-09-20 10:31:21.000
Allstate,2016-09-20 10:32:07.000
Allstate,2016-10-19 21:01:54.000
Allstate,2016-10-19 21:07:48.000
Allstate,2016-11-18 08:23:57.000
Allstate,2016-11-18 08:36:46.000
Allstate,2016-12-17 19:24:48.000
Ally Financial,2016-08-06 10:08:30.000
Ally Financial,2016-09-04 02:42:05.000
Ally Financial,2016-10-03 08:10:58.000
Ally Financial,2016-11-01 23:41:21.000
Ally Financial,2016-12-01 00:34:14.000
Ally Financial,2016-12-01 00:58:07.000
Ally Financial,2016-12-31 15:54:47.000
Ally Financial,2016-12-31 16:05:18.000
Alphabet,2016-08-21 13:17:39.000
Alphabet,2016-08-21 13:35:03.000
Alphabet,2016-09-19 11:57:35.000
Alphabet,2016-09-19 12:14:56.000
Alphabet,2016-10-18 03:56:55.000
Alphabet,2016-10-18 03:57:03.000
Alphabet,2016-11-16 21:39:52.000
Alphabet,2016-11-16 21:43:13.000
Alphabet,2016-12-15 04:36:53.000
Alphabet,2016-12-15 04:46:05.000
Altria Group,2013-12-06 02:13:20.000
Altria Group,2014-01-05 01:12:44.000
Altria Group,2014-02-03 07:36:57.000
Altria Group,2014-03-04 00:55:49.000
Altria Group,2014-04-03 01:39:49.000
Altria Group,2014-05-02 15:41:05.000
Altria Group,2014-05-02 15:47:22.000
Altria Group,2014-05-31 17:03:46.000
Altria Group,2014-06-29 04:33:15.000
Altria Group,2014-07-28 18:02:10.000
Altria Group,2014-08-27 18:28:41.000
Altria Group,2014-09-25 13:50:02.000
Altria Group,2014-10-24 17:59:52.000
Altria Group,2014-11-23 05:33:34.000
Altria Group,2014-12-22 04:29:52.000
Altria Group,2015-01-20 02:12:27.000
Altria Group,2015-01-20 02:17:21.000
Altria Group,2015-02-18 13:46:30.000
Altria Group,2015-03-19 23:19:33.000
Altria Group,2015-03-19 23:27:29.000
Altria Group,2015-04-18 10:26:16.000
Altria Group,2015-05-18 20:38:57.000
Altria Group,2015-05-18 20:46:15.000
Altria Group,2015-06-16 09:37:19.000
Altria Group,2015-07-15 18:40:44.000
Altria Group,2015-08-13 17:21:53.000
Altria Group,2015-09-11 14:49:46.000
Altria Group,2015-10-11 20:38:59.000
Altria Group,2015-10-11 20:57:11.000
Altria Group,2015-11-09 21:17:13.000
Altria Group,2015-11-09 21:21:34.000
Altria Group,2015-12-08 07:16:54.000
Altria Group,2016-01-06 07:36:07.000
Altria Group,2016-02-04 09:06:50.000
Altria Group,2016-02-04 09:24:33.000
Altria Group,2016-03-04 11:53:00.000
Altria Group,2016-03-04 12:06:44.000
Altria Group,2016-04-03 16:57:12.000
Altria Group,2016-05-02 14:08:14.000
Altria Group,2016-05-02 14:14:13.000
Altria Group,2016-06-01 15:44:57.000
Altria Group,2016-07-01 19:34:56.000
Altria Group,2016-07-01 19:36:06.000
Altria Group,2016-07-31 11:45:55.000
Altria Group,2016-08-29 18:45:19.000
Altria Group,2016-09-28 11:29:44.000
Altria Group,2016-09-28 11:34:43.000
Altria Group,2016-10-28 07:16:36.000
Altria Group,2016-11-27 12:18:56.000
Altria Group,2016-11-27 12:21:07.000
Altria Group,2016-12-27 11:21:56.000
Amazon.com,2016-08-24 20:41:08.000
Amazon.com,2016-09-23 03:36:03.000
Amazon.com,2016-09-23 03:43:14.000
Amazon.com,2016-10-22 17:50:39.000
Amazon.com,2016-10-22 18:08:06.000
Amazon.com,2016-11-20 03:49:54.000
Amazon.com,2016-12-20 18:05:48.000
Amazon.com,2016-12-20 18:09:01.000
American Airlines Group,2016-05-26 03:36:17.000
American Airlines Group,2016-06-24 07:42:14.000
American Airlines Group,2016-06-24 07:44:58.000
American Airlines Group,2016-07-23 17:06:11.000
American Airlines Group,2016-08-22 00:25:39.000
American Airlines Group,2016-09-21 17:15:23.000
American Airlines Group,2016-09-21 17:19:33.000
American Airlines Group,2016-10-21 11:54:40.000
American Airlines Group,2016-11-19 22:53:50.000
American Airlines Group,2016-12-18 18:47:37.000
American Airlines Group,2016-12-18 18:59:15.000
American Electric Power,2016-03-27 19:26:05.000
American Electric Power,2016-03-27 19:32:08.000
American Electric Power,2016-04-25 18:01:24.000
American Electric Power,2016-05-24 16:55:48.000
American Electric Power,2016-06-23 07:53:32.000
American Electric Power,2016-06-23 08:18:38.000
American Electric Power,2016-07-22 04:26:24.000
American Electric Power,2016-07-22 04:50:12.000
American Electric Power,2016-08-20 03:04:30.000
American Electric Power,2016-08-20 03:12:05.000
American Electric Power,2016-09-19 09:42:49.000
American Electric Power,2016-10-19 04:54:11.000
American Electric Power,2016-10-19 05:03:58.000
American Electric Power,2016-11-17 01:38:19.000
American Electric Power,2016-11-17 01:48:12.000
American Electric Power,2016-12-16 13:30:22.000
American Electric Power,2016-12-16 13:49:15.000
American Express,2015-12-06 03:12:24.000
American Express,2015-12-06 03:15:33.000
American Express,2016-01-05 04:02:08.000
American Express,2016-01-05 04:06:56.000
American Express,2016-02-03 07:22:59.000
American Express,2016-02-03 07:24:13.000
American Express,2016-03-03 08:26:58.000
American Express,2016-04-01 19:07:48.000
American Express,2016-04-01 19:21:47.000
American Express,2016-04-30 02:39:05.000
American Express,2016-04-30 02:45:24.000
American Express,2016-05-30 21:27:08.000
American Express,2016-05-30 21:50:35.000
American Express,2016-06-29 02:26:18.000
American Express,2016-07-28 22:53:44.000
American Express,2016-08-26 19:27:54.000
American Express,2016-08-26 19:28:58.000
American Express,2016-09-24 20:49:53.000
American Express,2016-09-24 20:53:04.000
American Express,2016-10-23 03:52:31.000
American Express,2016-10-23 04:04:24.000
American Express,2016-11-21 12:00:46.000
American Express,2016-12-20 22:39:50.000
American Family Insurance Group,2013-12-04 04:53:25.000
American Family Insurance Group,2014-01-02 03:02:01.000
American Family Insurance Group,2014-01-02 03:09:11.000
American Family Insurance Group,2014-02-01 02:40:49.000
American Family Insurance Group,2014-03-02 20:00:29.000
American Family Insurance Group,2014-03-31 15:05:07.000
American Family Insurance Group,2014-03-31 15:19:48.000
American Family Insurance Group,2014-04-30 00:42:59.000
American Family Insurance Group,2014-04-30 00:44:45.000
American Family Insurance Group,2014-05-29 04:07:24.000
American Family Insurance Group,2014-05-29 04:16:37.000
American Family Insurance Group,2014-06-27 05:10:08.000
American Family Insurance Group,2014-07-27 04:01:47.000
American Family Insurance Group,2014-07-27 04:13:08.000
American Family Insurance Group,2014-08-25 07:51:20.000
American Family Insurance Group,2014-08-25 07:54:13.000
American Family Insurance Group,2014-09-23 12:25:12.000
American Family Insurance Group,2014-10-23 20:10:31.000
American Family Insurance Group,2014-11-21 20:18:54.000
American Family Insurance Group,2014-12-20 17:36:31.000
American Family Insurance Group,2014-12-20 17:52:03.000
American Family Insurance Group,2015-01-18 04:58:00.000
American Family Insurance Group,2015-02-17 21:59:57.000
American Family Insurance Group,2015-03-18 15:05:50.000
American Family Insurance Group,2015-04-16 10:04:55.000
American Family Insurance Group,2015-04-16 10:29:42.000
American Family Insurance Group,2015-05-15 22:41:28.000
American Family Insurance Group,2015-05-15 23:08:20.000
American Family Insurance Group,2015-06-14 12:22:49.000
American Family Insurance Group,2015-07-13 16:41:59.000
American Family Insurance Group,2015-07-13 16:58:57.000
American Family Insurance Group,2015-08-12 06:59:46.000
American Family Insurance Group,2015-09-10 12:21:47.000
American Family Insurance Group,2015-09-10 12:22:59.000
American Family Insurance Group,2015-10-10 09:00:22.000
American Family Insurance Group,2015-10-10 09:05:49.000
American Family Insurance Group,2015-11-09 17:56:39.000
American Family Insurance Group,2015-12-09 00:50:04.000
American Family Insurance Group,2015-12-09 01:07:24.000
American Family Insurance Group,2016-01-08 13:38:23.000
American Family Insurance Group,2016-02-07 15:09:12.000
American Family Insurance Group,2016-02-07 15:29:51.000
American Family Insurance Group,2016-03-08 02:52:05.000
American Family Insurance Group,2016-04-07 16:44:54.000
American Family Insurance Group,2016-04-07 16:58:44.000
American Family Insurance Group,2016-05-07 23:42:51.000
American Family Insurance Group,2016-06-06 09:18:03.000
American Family Insurance Group,2016-06-06 09:19:33.000
American Family Insurance Group,2016-07-06 11:14:16.000
American Family Insurance Group,2016-08-04 22:00:03.000
American Family Insurance Group,2016-08-04 22:07:29.000
American Family Insurance Group,2016-09-02 18:11:48.000
American Family Insurance Group,2016-09-02 18:27:13.000
American Family Insurance Group,2016-10-02 22:57:10.000
American Family Insurance Group,2016-10-31 08:07:26.000
American Family Insurance Group,2016-11-29 17:12:56.000
American Family Insurance Group,2016-12-28 12:41:22.000
Ameriprise Financial,2015-09-02 03:06:00.000
Ameriprise Financial,2015-09-02 03:17:07.000
Ameriprise Financial,2015-10-01 20:15:25.000
Ameriprise Financial,2015-10-30 09:55:17.000
Ameriprise Financial,2015-10-30 10:11:11.000
Ameriprise Financial,2015-11-28 14:28:03.000
Ameriprise Financial,2015-12-28 09:44:55.000
Ameriprise Financial,2015-12-28 09:50:09.000
Ameriprise Financial,2016-01-27 20:09:08.000
Ameriprise Financial,2016-02-26 05:02:32.000
Ameriprise Financial,2016-03-26 09:59:42.000
Ameriprise Financial,2016-03-26 10:12:12.000
Ameriprise Financial,2016-04-25 13:11:41.000
Ameriprise Financial,2016-05-24 04:09:14.000
Ameriprise Financial,2016-05-24 04:11:53.000
Ameriprise Financial,2016-06-23 07:07:17.000
Ameriprise Financial,2016-06-23 07:19:56.000
Ameriprise Financial,2016-07-23 16:10:22.000
Ameriprise Financial,2016-08-21 03:11:36.000
Ameriprise Financial,2016-09-20 05:17:41.000
Ameriprise Financial,2016-10-19 14:16:22.000
Ameriprise Financial,2016-11-17 17:51:58.000
Ameriprise Financial,2016-12-17 01:42:36.000
Ameriprise Financial,2016-12-17 01:56:38.000
AmerisourceBergen,2015-11-15 17:47:46.000
AmerisourceBergen,2015-11-15 17:49:49.000
AmerisourceBergen,2015-12-15 22:02:35.000
AmerisourceBergen,2015-12-15 22:10:01.000
Amgen,2016-02-02 15:21:25.000
Amgen,2016-02-02 15:42:26.000
Amgen,2016-03-03 04:14:52.000
Amgen,2016-04-02 17:06:48.000
Amgen,2016-05-02 20:11:40.000
Amgen,2016-05-31 09:34:22.000
Amgen,2016-05-31 09:42:19.000
Amgen,2016-06-30 04:29:38.000
Amgen,2016-07-29 11:01:39.000
Amgen,2016-07-29 11:04:39.000
Amgen,2016-08-27 22:53:46.000
Amgen,2016-08-27 23:20:08.000
Amgen,2016-09-26 19:21:05.000
Amgen,2016-09-26 19:31:46.000
Amgen,2016-10-25 12:30:39.000
Amgen,2016-10-25 12:48:00.000
Amgen,2016-11-23 23:24:58.000
Amgen,2016-11-23 23:34:37.000
Amgen,2016-12-22 09:10:26.000
Amgen,2016-12-22 09:18:15.000
Anadarko Petroleum,2015-09-08 02:54:49.000
Anadarko Petroleum,2015-09-08 02:58:46.000
Anadarko Petroleum,2015-10-08 11:33:59.000
Anadarko Petroleum,2015-11-06 03:27:13.000
Anadarko Petroleum,2015-11-06 03:33:59.000
Anadarko Petroleum,2015-12-05 14:42:06.000
Anadarko Petroleum,2016-01-04 00:13:13.000
Anadarko Petroleum,2016-02-01 06:39:21.000
Anadarko Petroleum,2016-03-02 14:16:50.000
Anadarko Petroleum,2016-04-01 23:28:02.000
Anadarko Petroleum,2016-04-01 23:48:22.000
Anadarko Petroleum,2016-04-30 09:37:56.000
Anadarko Petroleum,2016-04-30 09:38:58.000
Anadarko Petroleum,2016-05-30 11:28:42.000
Anadarko Petroleum,2016-05-30 11:45:13.000
Anadarko Petroleum,2016-06-29 10:05:31.000
Anadarko Petroleum,2016-07-29 08:20:01.000
Anadarko Petroleum,2016-08-28 21:06:49.000
Anadarko Petroleum,2016-08-28 21:08:53.000
Anadarko Petroleum,2016-09-27 20:40:22.000
Anadarko Petroleum,2016-09-27 21:02:58.000
Anadarko Petroleum,2016-10-27 01:13:14.000
Anadarko Petroleum,2016-11-25 23:34:22.000
Anadarko Petroleum,2016-11-25 23:42:10.000
Anadarko Petroleum,2016-12-25 00:37:58.000
Anthem,2015-12-15 20:55:46.000
Anthem,2016-01-13 13:22:10.000
Anthem,2016-02-12 02:48:55.000
Anthem,2016-02-12 03:00:04.000
Anthem,2016-03-12 05:24:14.000
Anthem,2016-03-12 05:27:19.000
Anthem,2016-04-10 10:45:57.000
Anthem,2016-05-10 07:50:58.000
Anthem,2016-05-10 08:08:26.000
Anthem,2016-06-09 08:07:37.000
Anthem,2016-07-08 00:36:43.000
Anthem,2016-08-07 10:28:22.000
Anthem,2016-09-05 09:19:09.000
Anthem,2016-10-05 04:56:24.000
Anthem,2016-10-05 04:58:23.000
Anthem,2016-11-03 03:07:50.000
Anthem,2016-11-03 03:10:18.000
Anthem,2016-12-03 13:18:02.000
Anthem,2016-12-03 13:23:52.000
Anthem,2017-01-01 09:35:07.000
Anthem,2017-01-01 09:38:53.000
Apple,2015-10-12 02:21:56.000
Apple,2015-10-12 02:31:30.000
Apple,2015-11-11 07:24:19.000
Apple,2015-11-11 07:37:01.000
Apple,2015-12-11 16:53:18.000
Apple,2016-01-10 09:12:52.000
Apple,2016-01-10 09:29:45.000
Apple,2016-02-09 00:50:46.000
Apple,2016-02-09 00:57:54.000
Apple,2016-03-10 00:38:52.000
Applied Materials,2016-12-10 06:43:57.000
Applied Materials,2016-12-10 06:49:41.000
Aramark,2016-08-04 21:11:50.000
Aramark,2016-08-04 21:24:41.000
Aramark,2016-09-02 01:17:54.000
Aramark,2016-09-02 01:37:52.000
Aramark,2016-10-01 08:47:56.000
Aramark,2016-10-31 05:31:18.000
Aramark,2016-11-30 19:57:10.000
Aramark,2016-12-30 06:02:29.000
Archer Daniels Midland,2013-12-12 16:26:53.000
Archer Daniels Midland,2013-12-12 16:33:14.000
Archer Daniels Midland,2014-01-11 15:51:28.000
Archer Daniels Midland,2014-01-11 16:03:10.000
Archer Daniels Midland,2014-02-10 16:20:09.000
Archer Daniels Midland,2014-02-10 16:22:01.000
Archer Daniels Midland,2014-03-11 12:33:29.000
Archer Daniels Midland,2014-03-11 12:40:24.000
Archer Daniels Midland,2014-04-10 00:04:50.000
Archer Daniels Midland,2014-04-10 00:26:02.000
Archer Daniels Midland,2014-05-10 20:40:32.000
Archer Daniels Midland,2014-05-10 20:44:42.000
Archer Daniels Midland,2014-06-09 13:49:14.000
Archer Daniels Midland,2014-07-09 22:55:30.000
Archer Daniels Midland,2014-07-09 23:00:01.000
Archer Daniels Midland,2014-08-07 02:51:46.000
Archer Daniels Midland,2014-09-05 07:30:12.000
Archer Daniels Midland,2014-10-05 01:17:52.000
Archer Daniels Midland,2014-10-05 01:34:27.000
Archer Daniels Midland,2014-11-03 03:26:57.000
Archer Daniels Midland,2014-11-03 03:30:33.000
Archer Daniels Midland,2014-12-02 11:30:17.000
Archer Daniels Midland,2014-12-02 11:31:30.000
Archer Daniels Midland,2015-01-01 18:38:31.000
Archer Daniels Midland,2015-01-01 18:47:25.000
Archer Daniels Midland,2015-01-31 19:56:17.000
Archer Daniels Midland,2015-01-31 19:57:34.000
Archer Daniels Midland,2015-03-01 12:22:10.000
Archer Daniels Midland,2015-03-01 12:40:09.000
Archer Daniels Midland,2015-03-31 12:58:43.000
Archer Daniels Midland,2015-03-31 13:07:53.000
Archer Daniels Midland,2015-04-29 07:10:46.000
Archer Daniels Midland,2015-05-29 17:23:42.000
Archer Daniels Midland,2015-05-29 17:26:58.000
Archer Daniels Midland,2015-06-28 11:42:37.000
Archer Daniels Midland,2015-07-27 15:29:37.000
Archer Daniels Midland,2015-07-27 15:36:41.000
